ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclear_address,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
215,Swingers Books,,881 Humboldt Ave.,Chico,CA,(M),Book Store,1982,NA,,,11/23/2021 9:17am,"881 Humboldt Ave., Chico, CA",-121.8257016,39.7285667,"881 humboldt ave, chico, ca 95928, usa",Geocoded
220,Scotty's Castle,(Lakeport),101 S. Main Street,Clear Lake,CA,"(M),(R),(E)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"101 S. Main Street, Clear Lake, CA",-122.9155246,39.0421247,"101 s main st, lakeport, ca 95453, usa",Geocoded
221,Starlight Resort Motel,"(Spa, heated pool. Pvt. sundeck, fishing, water skiing, etc.) (9495 E. Hwy. 20, Glenhaven, CA 95443)",9495 E. Hwy. 20,Clear Lake,CA,"(H),(M),(BA),(*)",Hotel,1982,NA,,,11/23/2021 9:17am,"9495 E. Hwy. 20, Clear Lake, CA",-122.775756,39.0430008,"9495 e hwy 20, lucerne, ca 95458, usa",Geocoded
222,Sunset Point Resort,"(Bunkhouse) (Beer & wine bar) (R - Brunch WE) (*) (Campground, hot tubs, etc.) (12037 Hwy. 20, (P.O. Box 455), Clear Lake Oaks, CA 95423) ((707) 998-1415)",12037 Hwy. 20,Clear Lake,CA,"(H),(R),(WE),(*)","Hotel,Restaurant",1982,NA,,,11/23/2021 9:17am,"12037 Hwy. 20, Clear Lake, CA",-122.685485,39.019599,"12037 state hwy 20, clearlake oaks, ca 95423, usa",Geocoded
228,877 Club,(R-Lunch),877 W. 19th,Costa Mesa,CA,"(R),(D),(PT)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"877 W. 19th, Costa Mesa, CA",-117.935353,33.6428689,"877 w 19th st, costa mesa, ca 92627, usa",Geocoded
229,M.C.C.,,215 E. 23rd,Costa Mesa,CA,(MCC),Religious Institution,1982,NA,,,12/1/2021 3:59am,"215 E. 23rd, Costa Mesa, CA",-117.9018087,33.6516813,"215 23rd st, costa mesa, ca 92627, usa",Geocoded
230,Newport Station,(Disco) (Closed Mon. & Tues.) ('Tops in Orange County'),1945 Placentia,Costa Mesa,CA,"(YC),(D),(R),(*)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"1945 Placentia, Costa Mesa, CA",-117.9332755,33.6439303,"1945 placentia ave, costa mesa, ca 92627, usa",Geocoded
232,Mi Wey,,11513 Washington Blvd.,Culver City,CA,(L),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"11513 Washington Blvd., Culver City, CA",-118.41665,34.0010839,"11513 washington blvd, los angeles, ca 90066, usa",Geocoded
234,Interlude,,4942 Stevens Creek,Cupertino,CA,(R),"Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"4942 Stevens Creek, Cupertino, CA",-121.9892985,37.3227187,"4942 stevens creek blvd, san jose, ca 95129, usa",Geocoded
235,Red Boar,,10095 Saich Way,Cupertino,CA,"(D),(E)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"10095 Saich Way, Cupertino, CA",-122.0376316,37.3241187,"10095 saich way, cupertino, ca 95014, usa",Geocoded
236,Savoy,,20469 Silverado,Cupertino,CA,"(L),(D)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"20469 Silverado, Cupertino, CA",-122.0316389,37.315537,"20469 silverado ave, cupertino, ca 95014, usa",Geocoded
241,'F' Street Bookstore,,158 E. Main,El Cajon,CA,(*),Erotic Shop,1982,NA,,,11/26/2021 1:43pm,"158 E. Main, El Cajon, CA",-116.9609898,32.7951953,"158 e main st, el cajon, ca 92020, usa",Geocoded
242,Great Gatsby,,345 W. Main,El Cajon,CA,"(M),(R)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"345 W. Main, El Cajon, CA",-116.9651897,32.7944259,"345 w main st, el cajon, ca 92020, usa",Geocoded
243,Tiki Room,,388 N. 2nd St.,El Cajon,CA,(M),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"388 N. 2nd St., El Cajon, CA",-116.9366024,32.7993082,"388 n 2nd st, el cajon, ca 92021, usa",Geocoded
245,Eddie's,(Looks promising),4101 N. Arden Dr.,El Monte,CA,(PT),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"4101 N. Arden Dr., El Monte, CA",-118.0455157,34.0809973,"4101 arden dr, el monte, ca 91731, usa",Geocoded
246,Richmond St. Depot,,142 Richmond St.,El Segundo,CA,(R),Restaurant,1982,NA,,,11/26/2021 1:16pm,"142 Richmond St., El Segundo, CA",-118.4170088,33.9176673,"142 richmond st, el segundo, ca 90245, usa",Geocoded
247,Skate World,(Semi P) (Tues. nights - men only) (*) (415) 222-0244,3645 San Pablo Dam Rd.,El Sobrante,CA,"(P),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"3645 San Pablo Dam Rd., El Sobrante, CA",-122.317395,37.9650621,"3645 san pablo dam rd, el sobrante, ca 94803, usa",Geocoded
254,Adult Books,,560 Parker Rd.,Fairfield,CA,,Book Store,1982,NA,,,11/23/2021 9:17am,"560 Parker Rd., Fairfield, CA",-121.9553321,38.2731545,"560 parker rd, fairfield, ca 94533, usa",Geocoded
255,Adult Book Store,,4304 N. Blackstone,Fresno,CA,,Book Store,1982,NA,,,11/23/2021 9:17am,"4304 N. Blackstone, Fresno, CA",-119.790014,36.7961478,"4304 n blackstone ave, fresno, ca 93726, usa",Geocoded
256,Circle,(Disco) (Liquor),2777 N. Maroa,Fresno,CA,"(YC),(D)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"2777 N. Maroa, Fresno, CA",-119.8000957,36.7756346,"2777 n maroa ave, fresno, ca 93704, usa",Geocoded
257,Frenso Express,(Disco) (AH-WE),708 N. Blackstone,Fresno,CA,"(YC),(D),(R),(*),(AH),(WE)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"708 N. Blackstone, Fresno, CA",-119.7902591,36.752664,"708 n blackstone ave, fresno, ca 93701, usa",Geocoded
258,Olive Tower Coffee Shop,,936 E. Olive,Fresno,CA,"(R),(M)",Restaurant,1982,NA,,,11/23/2021 9:17am,"936 E. Olive, Fresno, CA",-119.7994677,36.7575537,"936 e olive ave, fresno, ca 93728, usa",Geocoded
259,Palace Saloon,(*) (Liquor) (Cruisy) (C&W - D),4030 E. Belmont,Fresno,CA,"(PT),(D),(*),(C&W)","Bars/Clubs,Cruising Areas",1982,NA,,,11/23/2021 9:17am,"4030 E. Belmont, Fresno, CA",-119.7573238,36.7502101,"4030 e belmont ave, fresno, ca 93702, usa",Geocoded
260,Red Lantern,"(Some W, SM OC)",4618 E. Belmont,Fresno,CA,"(W),(SM),(OC),(PT),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"4618 E. Belmont, Fresno, CA",-119.7446805,36.7502129,"4618 e belmont ave, fresno, ca 93702, usa",Geocoded
261,Steam Works,(Baths) ('Picking up'),1551 'E' St.,Fresno,CA,,Bathhouses,1982,NA,,,11/23/2021 9:17am,"1551 'E' St., Fresno, CA",-119.8023941,36.7352122,"1551 e st, fresno, ca 93706, usa",Geocoded
262,The Arms,,4630 E. Tulare,Fresno,CA,"(R),(M)","Bars/Clubs,Restaurant",1982,NA,,,12/2/2021 5:47pm,"4630 E. Tulare, Fresno, CA",-119.7441196,36.7428415,"4630 e tulare ave, fresno, ca 93702, usa",Geocoded
266,D.O.K. West,(Disco),12889 Garden Grove Blvd.,Garden Grove,CA,"(YC),(D),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"12889 Garden Grove Blvd., Garden Grove, CA",-117.907669,33.7744991,"12889 garden grove blvd, garden grove, ca 92843, usa",Geocoded
267,Garden of Eden Bookstore,,12062 Garden Grove Blvd.,Garden Grove,CA,,Book Store,1982,NA,,,11/23/2021 9:17am,"12062 Garden Grove Blvd., Garden Grove, CA",-117.9221936,33.7743065,"12062 garden grove blvd, garden grove, ca 92843, usa",Geocoded
268,Happy Hour,(Liquor),12081 Garden Grove Blvd.,Garden Grove,CA,"(L),(R),(PT),(*)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"12081 Garden Grove Blvd., Garden Grove, CA",-117.9220774,33.7745694,"12081 garden grove blvd, garden grove, ca 92843, usa",Geocoded
269,Hip Pocket,"(Adult books, toys, film, etc.)",12686 Garden Grove Blvd.,Garden Grove,CA,,Erotic Shop,1982,NA,,,11/26/2021 1:16pm,"12686 Garden Grove Blvd., Garden Grove, CA",-117.9116727,33.7739824,"12686 garden grove blvd, garden grove, ca 92843, usa",Geocoded
270,Iron Spur,(Leather shop) (Cruisy) (Also C - AH),11086 Garden Grove Blvd.,Garden Grove,CA,"(*),(W),(SM),(PT),(C),(AH)","Erotic Shop,Cruising Areas",1982,NA,,,11/26/2021 1:16pm,"11086 Garden Grove Blvd., Garden Grove, CA",-117.9394866,33.7740251,"11086 garden grove blvd, garden grove, ca 92843, usa",Geocoded
271,Mug,('Nowheresville'),8612 Garden Grove Blvd.,Garden Grove,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"8612 Garden Grove Blvd., Garden Grove, CA",-117.9817456,33.7735325,"8612 garden grove blvd, garden grove, ca 92844, usa",Geocoded
272,Orange County Gay Community Center,,12411 Euclid St.,Garden Grove,CA,,Community Center/Support Group,1982,NA,,,11/26/2021 1:10pm,"12411 Euclid St., Garden Grove, CA",-117.9415642,33.7823791,"12411 euclid st, garden grove, ca 92840, usa",Geocoded
273,Party House,"(Books, toys, etc.)",8751 Garden Grove Blvd.,Garden Grove,CA,,Erotic Shop,1982,NA,,,11/26/2021 1:16pm,"8751 Garden Grove Blvd., Garden Grove, CA",-117.9797444,33.7740887,"8751 garden grove blvd, garden grove, ca 92844, usa",Geocoded
274,Private Stock,(Disco) (Some L),12792 Brookhurst,Garden Grove,CA,"(D),(E),(L)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"12792 Brookhurst, Garden Grove, CA",-117.9565232,33.776908,"12792 brookhurst st, garden grove, ca 92840, usa",Geocoded
275,Rumour Hazzit,('Twinkies') (Disco) (enter thur rear),8741 Garden Grove Blvd.,Garden Grove,CA,"(*),(D),(PT)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"8741 Garden Grove Blvd., Garden Grove, CA",-117.9799071,33.7741382,"8741 garden grove blvd, garden grove, ca 92844, usa",Geocoded
276,Tikit Hut,"(Some W, OC) (Cruisy)",9042 Garden Grove Blvd.,Garden Grove,CA,"(*),(W),(OC)","Bars/Clubs,Cruising Areas",1982,NA,,,11/23/2021 9:17am,"9042 Garden Grove Blvd., Garden Grove, CA",-117.9743727,33.7736793,"9042 garden grove blvd, garden grove, ca 92844, usa",Geocoded
277,El Captain,,13825 S. Hawthorne,Hawthorne,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"13825 S. Hawthorne, Hawthorne, CA",-118.3530205,33.9058655,"13825 hawthorne blvd, hawthorne, ca 90250, usa",Geocoded
278,Big Mamma's,,22615 Mission Blvd.,Hayward,CA,(*),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"22615 Mission Blvd., Hayward, CA",-122.0841915,37.6717519,"22615 mission blvd, hayward, ca 94541, usa",Geocoded
279,Driftwood Lounge,(Disco) (Good days),22170 Mission Blvd.,Hayward,CA,"(L),(PT),(D),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"22170 Mission Blvd., Hayward, CA",-122.0895512,37.6771218,"22170 mission blvd, hayward, ca 94541, usa",Geocoded
280,Get-A-Way,(Some L) (Disco),21859 Mission Blvd.,Hayward,CA,"(YC),(L),(D),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"21859 Mission Blvd., Hayward, CA",-122.092044,37.6782818,"21859 mission blvd, hayward, ca 94541, usa",Geocoded
281,Golden Gate Adult Books,,22553 Main St.,Hayward,CA,,Book Store,1982,NA,,,11/23/2021 9:17am,"22553 Main St., Hayward, CA",-122.083345,37.6732238,"22553 main st, hayward, ca 94541, usa",Geocoded
282,Li'l Ed's,(Some W) (AH-WE),22525 Mission Blvd.,Hayward,CA,"(W),(WE),(AH)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"22525 Mission Blvd., Hayward, CA",-122.0847942,37.6726203,"22525 mission blvd, hayward, ca 94541, usa",Geocoded
283,Turf Club,(Something for everyone) (Open 6am WE) (BBQ Patio in back),22517 Mission Blvd.,Hayward,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"22517 Mission Blvd., Hayward, CA",-122.0848244,37.672644,"22517 mission blvd, hayward, ca 94541, usa",Geocoded
285,Fantasy Adult Arcade,(Flicks) (Cruisy *),538 Pacific Coast Hwy.,Hermosa Beach,CA,(*),"Business,Cruising Areas",1982,NA,,,11/26/2021 1:17pm,"538 Pacific Coast Hwy., Hermosa Beach, CA",-118.3911668,33.8591367,"538 pacific coast hwy, hermosa beach, ca 90254, usa",Geocoded
287,Gladiator,"(Some W, SM, OC)",7810 Santa Fe Ave.,Huntington Park,CA,"(*),(W),(SM),(OC),(PT)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"7810 Santa Fe Ave., Huntington Park, CA",-118.2299789,33.9684692,"7810 santa fe ave, huntington park, ca 90255, usa",Geocoded
288,Islander,(Some Latins),6907 Santa Fe,Huntington Park,CA,"(D),(PT)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"6907 Santa Fe, Huntington Park, CA",-118.2305012,33.9767158,"6907 santa fe ave, huntington park, ca 90255, usa",Geocoded
290,Annex 835,,835 S. La Brea,Inglewood,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"835 S. La Brea, Inglewood, CA",-118.3528476,33.9533765,"835 s la brea ave, inglewood, ca 90301, usa",Geocoded
291,Papa Bear's,,1101 S. Prairie,Inglewood,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1101 S. Prairie, Inglewood, CA",-118.3441631,33.9489329,"1101 s prairie ave, inglewood, ca 90301, usa",Geocoded
292,Andre's,(French R) (Piano bar),1464 S. Coast Hwy.,Laguna Beach,CA,"(M),(PE),(R)","Bars/Clubs,Restaurant",1982,NA,,Notes the following: (Very popular all-year beach resort),11/23/2021 9:17am,"1464 S. Coast Hwy., Laguna Beach, CA",-117.7740316,33.531455,"1464 s coast hwy, laguna beach, ca 92651, usa",Geocoded
293,Beach People,(Men's sportswear & boutique) (opp. Coast Inn),168 Mountain Rd.,Laguna Beach,CA,,Business,1982,NA,,,11/23/2021 9:17am,"168 Mountain Rd., Laguna Beach, CA",-117.775234,33.5316376,"168 mountain rd, laguna beach, ca 92651, usa",Geocoded
294,Boom Boom Room,(Game room) (Cruisy) (Enter thru the side door or thru Tap Room) (Coast Inn),1401 S. Coast Hwy.,Laguna Beach,CA,"(*),(YC),(PT)","Bars/Clubs,Hotel,Cruising Areas",1982,NA,,,11/23/2021 9:17am,"1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
295,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(H)","Hotel,Restaurant",1982,NA,,,11/23/2021 9:17am,"1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
296,Cottage,,308 N. Coast Hwy.,Laguna Beach,CA,"(M),(R)","Hotel,Restaurant",1982,NA,,,11/23/2021 9:17am,"308 N. Coast Hwy., Laguna Beach, CA",-117.7884141,33.5441869,"308 n coast hwy, laguna beach, ca 92651, usa",Geocoded
297,Denny's,,1600 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(C),(AH)",Restaurant,1982,NA,,,11/23/2021 9:17am,"1600 S. Coast Hwy., Laguna Beach, CA",-117.7722451,33.5298301,"1600 s coast hwy, laguna beach, ca 92651, usa",Geocoded
298,Dizz's As Is,(Beer & wine),2794 S. Coast Hwy.,Laguna Beach,CA,"(M),(R)","Bars/Clubs,Restaurant",1982,NA,,,12/2/2021 5:47pm,"2794 S. Coast Hwy., Laguna Beach, CA",-117.7622361,33.5216217,"2794 s coast hwy, laguna beach, ca 92651, usa",Geocoded
299,Eiler's Inn,,741 S. Coast Hwy.,Laguna Beach,CA,"(M),(H)",Hotel,1982,NA,,,11/23/2021 9:17am,"741 S. Coast Hwy., Laguna Beach, CA",-117.7795371,33.5371685,"741 s coast hwy, laguna beach, ca 92651, usa",Geocoded
300,Hotel Firenze,"(Some PE, OC)",1289 S. Coast Hwy.,Laguna Beach,CA,"(M),(H),(PE),(OC)",Hotel,1982,NA,,,11/23/2021 9:17am,"1289 S. Coast Hwy., Laguna Beach, CA",-117.7760318,33.5324713,"1289 s coast hwy, laguna beach, ca 92651, usa",Geocoded
301,Hotel San Maarten,,696 S. Coast Hwy.,Laguna Beach,CA,"(M),(H)",Hotel,1982,NA,,,11/23/2021 9:17am,"696 S. Coast Hwy., Laguna Beach, CA",-117.7790766,33.5380985,"696 s coast hwy, laguna beach, ca 92651, usa",Geocoded
302,Little Shrimp,(Piano bar - patio in Summer),1305 S. Coast Hwy.,Laguna Beach,CA,"(*),(R),(E)","Bars/Clubs,Restaurant",1982,NA,,,12/2/2021 5:47pm,"1305 S. Coast Hwy., Laguna Beach, CA",-117.7757681,33.5321946,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
303,Main Street,(Piano bar),1460 S. Coast Hwy.,Laguna Beach,CA,(*),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1460 S. Coast Hwy., Laguna Beach, CA",-117.7743346,33.531503,"1460 s coast hwy, laguna beach, ca 92651, usa",Geocoded
304,Tap Room,(WE*) (Entrance next door to R) (Coast Inn),1401 S. Coast Hwy.,Laguna Beach,CA,"(*),(WE)","Hotel,Bars/Clubs",1982,NA,,,11/23/2021 9:17am,"1401 S. Coast Hwy., Laguna Beach, CA",-117.7749439,33.5315726,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
311,Chez Lyliane Cafe,(Tahoe Vista),6731 N. Lake Blvd.,Tahoe Vista,CA,"(M),(R)","Bars/Clubs,Hotel,Restaurant",1982,NA,,,11/23/2021 9:17am,"6731 N. Lake Blvd., Tahoe Vista, CA",-120.0539978,39.2414912,"6731 n lake blvd, tahoe vista, ca 96148, usa",Geocoded
315,Americana,,210 Atlantic Ave.,Long Beach,CA,"(M),(R),(C),(AH)","Bars/Clubs,Restaurant",1982,NA,,,12/2/2021 5:47pm,"210 Atlantic Ave., Long Beach, CA",-118.1849384,33.7695893,"210 atlantic ave, long beach, ca 90802, usa",Geocoded
316,Basic Plumbing,('Wild back room'),2011 E. 4th,Long Beach,CA,(P),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"2011 E. 4th, Long Beach, CA",-118.167283,33.7719461,"2011 e 4th st, long beach, ca 90814, usa",Geocoded
317,Beach House,(Cruisy) (Liquor),31 39th Pl.,Long Beach,CA,(PT),"Bars/Clubs,Cruising Areas",1982,NA,,,11/23/2021 9:17am,"31 39th Pl., Long Beach, CA",-118.1482071,33.7593484,"31 39th pl, long beach, ca 90803, usa",Geocoded
318,Broadway's Eddie's,(Liquor),3348 E. Broadway,Long Beach,CA,(PT),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"3348 E. Broadway, Long Beach, CA",-118.1526983,33.764294,"3348 e broadway, long beach, ca 90803, usa",Geocoded
319,Ben's Books,,5525 N. Atlantic Ave.,Long Beach,CA,,Book Store,1982,NA,,,11/23/2021 9:17am,"5525 N. Atlantic Ave., Long Beach, CA",-118.1839899,33.8417243,"5525 n atlantic pl, long beach, ca 90807, usa",Geocoded
320,Broadway Annex,(Liquor),1435 E. Broadway,Long Beach,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1435 E. Broadway, Long Beach, CA",-118.1734759,33.7682248,"1435 e broadway, long beach, ca 90802, usa",Geocoded
321,Copper Penny,,615 E. Ocean Blvd.,Long Beach,CA,"(M),(R),(C),(AH),(RT)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"615 E. Ocean Blvd., Long Beach, CA",-118.1846501,33.7666436,"615 e ocean blvd, long beach, ca 90802, usa",Geocoded
322,Ed's Adult Books,,123 E. Ocean Ave.,Long Beach,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"123 E. Ocean Ave., Long Beach, CA",-118.1914964,33.767401,"123 e ocean blvd, long beach, ca 90802, usa",Geocoded
323,Forced Heat,"(Some YC, L, B, Unisex) (Disco) (Liquor)",740 E. Broadway,Long Beach,CA,"(*),(YC),(L),(B),(D)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"740 E. Broadway, Long Beach, CA",-118.182685,33.7690578,"740 e broadway, long beach, ca 90802, usa",Geocoded
324,Holiday Shoop,(Travel),420 E. Broadway,Long Beach,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"420 E. Broadway, Long Beach, CA",-118.1869517,33.769169,"420 e broadway, long beach, ca 90802, usa",Geocoded
325,Hoop's Coop,,2718 E. Anaheim Bl.,Long Beach,CA,"(PT),(L)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"2718 E. Anaheim Bl., Long Beach, CA",-118.1596387,33.7824543,"2718 e anaheim st, long beach, ca 90804, usa",Geocoded
326,Hot Stuff,"(Cards, gifts, etc.)",944 E. Broadway,Long Beach,CA,(M),Business,1982,NA,,,11/26/2021 1:17pm,"944 E. Broadway, Long Beach, CA",-118.1810787,33.7688382,"944 e broadway, long beach, ca 90802, usa",Geocoded
327,Impact Lounge,(Liquor) (Disco) (WE*),6101 Cherry Ave.,Long Beach,CA,"(R),(D),(WE),(*)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"6101 Cherry Ave., Long Beach, CA",-118.1688826,33.8656836,"6101 cherry ave, long beach, ca 90805, usa",Geocoded
328,Inspiration,(Disco),5211 N. Atlantic Ave.,Long Beach,CA,"(D),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"5211 N. Atlantic Ave., Long Beach, CA",-118.1839899,33.8417243,"5211 n atlantic pl, long beach, ca 90807, usa",Geocoded
329,Li'l Lucy's,(Fun & Cruisy) (*) (Also AH-WE),1200 E. Broadway,Long Beach,CA,"(PT),(AH),(WE),(*)","Bars/Clubs,Cruising Areas",1982,NA,,,11/23/2021 9:17am,"1200 E. Broadway, Long Beach, CA",-118.1767331,33.7683156,"1200 e broadway, long beach, ca 90802, usa",Geocoded
330,Long Beach Travel Service,,1617 E. 7th St.,Long Beach,CA,(*),Travel Service,1982,NA,,,11/26/2021 1:17pm,"1617 E. 7th St., Long Beach, CA",-118.1716249,33.7755303,"1617 e 7th st, long beach, ca 90813, usa",Geocoded
332,Mike's Corral,,2020 E. Artesia Blvd.,Long Beach,CA,"(SM),(W),(*)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"2020 E. Artesia Blvd., Long Beach, CA",-118.1680599,33.8743129,"2020 e artesia blvd, long beach, ca 90805, usa",Geocoded
333,Mineshaft,(Cruisy) (Liquor),1720 E. Broadway,Long Beach,CA,"(W),(PT),(*)","Bars/Clubs,Cruising Areas",1982,NA,,,11/23/2021 9:17am,"1720 E. Broadway, Long Beach, CA",-118.170985,33.767536,"1720 e broadway, long beach, ca 90802, usa",Geocoded
334,Mr. R's Adult Book Store,"(Rock-Book, Inc. & Discount showroom)",17 N. Locust,Long Beach,CA,(*),"Book Store,Erotic Shop",1982,NA,,,1/7/2022 8:49am,"17 N. Locust, Long Beach, CA",-118.1910842,33.7705087,"n locust ave, long beach, ca 90802, usa",Geocoded
335,Paradise Cafe,(Looks promising),1800 E. Broadway,Long Beach,CA,"(M),(R)",Restaurant,1982,NA,,,11/23/2021 9:17am,"1800 E. Broadway, Long Beach, CA",-118.1695225,33.7673356,"1800 e broadway, long beach, ca 90802, usa",Geocoded
336,Que Sera Sera,(Disco) (Liquor),1923 E. 7th St.,Long Beach,CA,"(L),(D)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1923 E. 7th St., Long Beach, CA",-118.168074,33.7756025,"1923 e 7th st, long beach, ca 90813, usa",Geocoded
337,Question Mark,,2682 Long Beach Blvd.,Long Beach,CA,(PT),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"2682 Long Beach Blvd., Long Beach, CA",-118.1888977,33.8058328,"2682 long beach blvd, long beach, ca 90806, usa",Geocoded
338,Rio Rita,(Latins),1887 E. 10th St.,Long Beach,CA,,Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1887 E. 10th St., Long Beach, CA",-118.168829,33.7791282,"1887 e 10th st, long beach, ca 90813, usa",Geocoded
339,Ripples,(Liquor) (Disco),5101 E. Ocean,Long Beach,CA,"(YC),(D)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"5101 E. Ocean, Long Beach, CA",-118.1383982,33.756445,"5101 e ocean blvd, long beach, ca 90803, usa",Geocoded
340,Roman IV Lounge,,14 Elm,Long Beach,CA,"(R),(E)","Bars/Clubs,Restaurant",1982,NA,,,11/23/2021 9:17am,"14 Elm, Long Beach, CA",-118.1876879,33.7671973,"14 elm ave, long beach, ca 90802, usa",Geocoded
341,Sam's Place,,1744 E. Broadway,Long Beach,CA,(PT),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1744 E. Broadway, Long Beach, CA",-118.1704366,33.7674307,"1744 e broadway, long beach, ca 90802, usa",Geocoded
342,Stag,"(Some W, SM, OC) (Looking up)",5873 N. Atlantic Ave.,Long Beach,CA,"(W),(SM),(OC)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"5873 N. Atlantic Ave., Long Beach, CA",-118.1839899,33.8417243,"5873 n atlantic pl, long beach, ca 90807, usa",Geocoded
343,Stallion,,5823 N. Atlantic Ave.,Long Beach,CA,"(SM),(W)",Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"5823 N. Atlantic Ave., Long Beach, CA",-118.1839899,33.8417243,"5823 n atlantic pl, long beach, ca 90807, usa",Geocoded
344,Stockaid,(Leather boutique at Mike's Corral),2020 E. Artesia Blvd.,Long Beach,CA,,Erotic Shop,1982,NA,,,11/26/2021 1:17pm,"2020 E. Artesia Blvd., Long Beach, CA",-118.1680599,33.8743129,"2020 e artesia blvd, long beach, ca 90805, usa",Geocoded
345,Sundance Saloon,,1296 W. Willow,Long Beach,CA,(W),Bars/Clubs,1982,NA,,,11/23/2021 9:17am,"1296 W. Willow, Long Beach, CA",-118.2088898,33.8040204,"1296 w willow st, long beach, ca 90810, usa",Geocoded
346,1350 Club,(Baths),1350 Locust,Long Beach,CA,"(YC),(P)","Bathhouses,Bars/Clubs",1982,NA,,,11/23/2021 9:17am,"1350 Locust, Long Beach, CA",-118.1907078,33.78359,"1350 locust ave, long beach, ca 90813, usa",Geocoded
347,1350 Western World,(Baths) (Wilmington),510 W. Anaheim,Wilmington,CA,"(P),(OC)",Bathhouses,1982,NA,,,11/23/2021 9:17am,"510 W. Anaheim, Wilmington, CA",-118.2681252,33.7794604,"510 w anaheim st, wilmington, ca 90744, usa",Geocoded
